data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 14;
param num_vans := 3;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 150
			2 570
			3 420
			4 240
			5 60
			6 60
			7 450
			8 390
			9 450
			10 540
			11 450
			12 390
			13 90
			14 180;


param distance :=

			0	1	37
			0	2	16
			0	3	20
			0	4	64
			0	5	24
			0	6	20
			0	7	20
			0	8	46
			0	9	11
			0	10	20
			0	11	18
			0	12	72
			0	13	16
			0	14	50
			1	2	21
			1	3	17
			1	4	27
			1	5	31
			1	6	57
			1	7	21
			1	8	9
			1	9	18
			1	10	57
			1	11	19
			1	12	35
			1	13	39
			1	14	13
			2	3	14
			2	4	48
			2	5	20
			2	6	36
			2	7	16
			2	8	30
			2	9	27
			2	10	36
			2	11	2
			2	12	56
			2	13	18
			2	14	34
			3	4	44
			3	5	14
			3	6	40
			3	7	4
			3	8	26
			3	9	31
			3	10	40
			3	11	12
			3	12	52
			3	13	22
			3	14	30
			4	5	58
			4	6	84
			4	7	48
			4	8	18
			4	9	75
			4	10	84
			4	11	46
			4	12	20
			4	13	66
			4	14	14
			5	6	26
			5	7	10
			5	8	40
			5	9	25
			5	10	28
			5	11	18
			5	12	66
			5	13	8
			5	14	44
			6	7	36
			6	8	66
			6	9	9
			6	10	6
			6	11	38
			6	12	92
			6	13	18
			6	14	70
			7	8	30
			7	9	27
			7	10	36
			7	11	14
			7	12	56
			7	13	18
			7	14	34
			8	9	57
			8	10	66
			8	11	28
			8	12	26
			8	13	48
			8	14	4
			9	10	9
			9	11	29
			9	12	83
			9	13	17
			9	14	61
			10	11	38
			10	12	92
			10	13	20
			10	14	70
			11	12	54
			11	13	20
			11	14	32
			12	13	74
			12	14	22
			13	14	52;
