data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 150
			2 210
			3 300
			4 120
			5 180
			6 90
			7 180
			8 510
			9 480
			10 180;

param distance :=
			0	1	40
			0	2	38
			0	3	38
			0	4	38
			0	5	42
			0	6	32
			0	7	47
			0	8	42
			0	9	37
			0	10	37
			1	2	14
			1	3	34
			1	4	16
			1	5	18
			1	6	8
			1	7	25
			1	8	30
			1	9	29
			1	10	9
			2	3	26
			2	4	8
			2	5	4
			2	6	16
			2	7	17
			2	8	22
			2	9	21
			2	10	5
			3	4	18
			3	5	26
			3	6	26
			3	7	9
			3	8	4
			3	9	5
			3	10	31
			4	5	8
			4	6	16
			4	7	9
			4	8	14
			4	9	13
			4	10	13
			5	6	20
			5	7	17
			5	8	22
			5	9	21
			5	10	9
			6	7	25
			6	8	22
			6	9	21
			6	10	11
			7	8	5
			7	9	10
			7	10	22
			8	9	5
			8	10	27
			9	10	26;
