data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 480
			2 150 
			3 480
			4 210
			5 270
			6 510
			7 270
			8 420
			9 270
			10 270;
			







param distance :=
			0	1	13
			0	2	44
			0	3	21
			0	4	4
			0	5	50
			0	6	22
			0	7	6
			0	8	34
			0	9	2
			0	10	37
			1	2	31
			1	3	8
			1	4	11
			1	5	37
			1	6	9
			1	7	7
			1	8	21
			1	9	11
			1	10	24
			2	3	33
			2	4	42
			2	5	12
			2	6	22
			2	7	38
			2	8	20
			2	9	42
			2	10	11
			3	4	19
			3	5	29
			3	6	13
			3	7	15
			3	8	13
			3	9	19
			3	10	22
			4	5	48
			4	6	20
			4	7	4
			4	8	32
			4	9	6
			4	10	35
			5	6	28
			5	7	44
			5	8	16
			5	9	48
			5	10	13
			6	7	16
			6	8	12
			6	9	20
			6	10	15
			7	8	28
			7	9	6
			7	10	31
			8	9	32
			8	10	9
			9	10	35;

			
