data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 11;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 540
			2 510
			3 330
			4 60
			5 180
			6 150
			7 210
			8 210
			9 240
			10 450
			11 150;


param distance :=
			0	1	34
			0	2	17
			0	3	33
			0	4	25
			0	5	56
			0	6	40
			0	7	16
			0	8	52
			0	9	43
			0	10	50
			0	11	21
			1	2	17
			1	3	1
			1	4	13
			1	5	22
			1	6	26
			1	7	18
			1	8	24
			1	9	9
			1	10	18
			1	11	13
			2	3	16
			2	4	12
			2	5	39
			2	6	27
			2	7	3
			2	8	35
			2	9	26
			2	10	33
			2	11	4
			3	4	12
			3	5	23
			3	6	27
			3	7	17
			3	8	25
			3	9	10
			3	10	19
			3	11	12
			4	5	35
			4	6	39
			4	7	15
			4	8	37
			4	9	18
			4	10	31
			4	11	10
			5	6	16
			5	7	40
			5	8	4
			5	9	19
			5	10	6
			5	11	35
			6	7	24
			6	8	12
			6	9	23
			6	10	10
			6	11	29
			7	8	36
			7	9	27
			7	10	34
			7	11	5
			8	9	21
			8	10	6
			8	11	31
			9	10	15
			9	11	22
			10	11	29;
