data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 330
			2 570
			3 300
			4 180
			5 270
			6 180
			7 240
			8 420
			9 210
			10 540;


param distance :=
			0	1	62
			0	2	44
			0	3	54
			0	4	42
			0	5	71
			0	6	47
			0	7	60
			0	8	70
			0	9	79
			0	10	59
			1	2	22
			1	3	26
			1	4	34
			1	5	13
			1	6	17
			1	7	8
			1	8	20
			1	9	17
			1	10	13
			2	3	48
			2	4	12
			2	5	35
			2	6	39
			2	7	16
			2	8	42
			2	9	35
			2	10	15
			3	4	60
			3	5	17
			3	6	9
			3	7	34
			3	8	16
			3	9	25
			3	10	39
			4	5	47
			4	6	51
			4	7	26
			4	8	54
			4	9	37
			4	10	21
			5	6	24
			5	7	21
			5	8	7
			5	9	10
			5	10	26
			6	7	25
			6	8	23
			6	9	32
			6	10	30
			7	8	28
			7	9	19
			7	10	5
			8	9	17
			8	10	33
			9	10	20;
