data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 150
			2 510
			3 270
			4 300
			5 150
			6 90
			7 150
			8 240
			9 180
			10 360;
			







param distance :=
			0	1	19
			0	2	28
			0	3	25
			0	4	24
			0	5	34
			0	6	13
			0	7	18
			0	8	16
			0	9	37
			0	10	21
			1	2	9
			1	3	12
			1	4	11
			1	5	15
			1	6	16
			1	7	3
			1	8	13
			1	9	18
			1	10	2
			2	3	7
			2	4	6
			2	5	12
			2	6	15
			2	7	10
			2	8	12
			2	9	15
			2	10	7
			3	4	1
			3	5	19
			3	6	12
			3	7	9
			3	8	9
			3	9	22
			3	10	12
			4	5	18
			4	6	11
			4	7	8
			4	8	8
			4	9	21
			4	10	11
			5	6	23
			5	7	16
			5	8	20
			5	9	3
			5	10	13
			6	7	13
			6	8	3
			6	9	26
			6	10	16
			7	8	10
			7	9	19
			7	10	3
			8	9	23
			8	10	13
			9	10      16;

			
