data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 9;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 330
			2 240
			3 210
			4 150
			5 510
			6 570
			7 150
			8 270
			9 330;


param distance :=
			0	1	32
			0	2	42
			0	3	49
			0	4	68
			0	5	55
			0	6	47
			0	7	51
			0	8	63
			0	9	32
			1	2	10
			1	3	43
			1	4	36
			1	5	23
			1	6	41
			1	7	19
			1	8	31
			1	9	18
			2	3	35
			2	4	26
			2	5	13
			2	6	33
			2	7	11
			2	8	21
			2	9	10
			3	4	43
			3	5	42
			3	6	6
			3	7	26
			3	8	38
			3	9	25
			4	5	13
			4	6	37
			4	7	17
			4	8	5
			4	9	36
			5	6	40
			5	7	18
			5	8	8
			5	9	23
			6	7	22
			6	8	36
			6	9	23
			7	8	14
			7	9	19
			8	9	31;
