data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 270
			2 270
			3 120
			4 420
			5 120
			6 150
			7 540
			8 210
			9 330
			10 120;
			







param distance :=
			0	1	28
			0	2	44
			0	3	25
			0	4	28
			0	5	24
			0	6	27
			0	7	31
			0	8	30
			0	9	29
			0	10	43
			1	2	22
			1	3	7
			1	4	4
			1	5	22
			1	6	1
			1	7	15
			1	8	8
			1	9	13
			1	10	21
			2	3	29
			2	4	26
			2	5	44
			2	6	21
			2	7	37
			2	8	14
			2	9	35
			2	10	5
			3	4	3
			3	5	15
			3	6	8
			3	7	8
			3	8	15
			3	9	6
			3	10	28
			4	5	18
			4	6	5
			4	7	11
			4	8	12
			4	9	9
			4	10	25
			5	6	23
			5	7	7
			5	8	30
			5	9	9
			5	10	43
			6	7	16
			6	8	7
			6	9	14
			6	10	20
			7	8	23
			7	9	2
			7	10	36
			8	9	13
			8	10	21
			9	10	34;

			
