data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 330
			2 240
			3 210
			4 150
			5 150
			6 510
			7 570
			8 150
			9 270
			10 330;
			







param distance :=
			0	1	32
			0	2	42
			0	3	49
			0	4	68
			0	5	40
			0	6	55
			0	7	47
			0	8	51
			0	9	63
			0	10	32
			1	2	10
			1	3	43
			1	4	36
			1	5	52
			1	6	23
			1	7	41
			1	8	19
			1	9	31
			1	10	18
			2	3	35
			2	4	26
			2	5	62
			2	6	13
			2	7	33
			2	8	11
			2	9	21
			2	10	10
			3	4	43
			3	5	45
			3	6	42
			3	7	6
			3	8	26
			3	9	38
			3	10	25
			4	5	88
			4	6	13
			4	7	37
			4	8	17
			4	9	5
			4	10	36
			5	6	75
			5	7	51
			5	8	71
			5	9	83
			5	10	52
			6	7	40
			6	8	18
			6	9	8
			6	10	23
			7	8	22
			7	9	36
			7	10	23
			8	9	14
			8	10	19
			9	10	31;

			
