data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 540
			2 240
			3 510
			4 360
			5 240
			6 510
			7 450
			8 240
			9 180
			10 180;


param distance :=
			0	1	71
			0	2	56
			0	3	70
			0	4	78
			0	5	66
			0	6	44
			0	7	83
			0	8	55
			0	9	66
			0	10	58
			1	2	49
			1	3	11
			1	4	27
			1	5	11
			1	6	47
			1	7	22
			1	8	16
			1	9	9
			1	10	47
			2	3	38
			2	4	22
			2	5	60
			2	6	12
			2	7	27
			2	8	63
			2	9	40
			2	10	2
			3	4	16
			3	5	22
			3	6	36
			3	7	13
			3	8	25
			3	9	4
			3	10	36
			4	5	38
			4	6	34
			4	7	5
			4	8	41
			4	9	18
			4	10	20
			5	6	58
			5	7	33
			5	8	11
			5	9	20
			5	10	58
			6	7	39
			6	8	61
			6	9	38
			6	10	14
			7	8	36
			7	9	17
			7	10	25
			8	9	23
			8	10	61
			9	10	38;
