data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 540
			2 510
			3 330
			4 60
			5 180
			6 210
			7 210
			8 240
			9 450
			10 150;
			







param distance :=
			0	1	34
			0	2	17
			0	3	33
			0	4	25
			0	5	56
			0	6	16
			0	7	52
			0	8	43
			0	9	50
			0	10	21
			1	2	17
			1	3	1
			1	4	13
			1	5	22
			1	6	18
			1	7	24
			1	8	9
			1	9	18
			1	10	13
			2	3	16
			2	4	12
			2	5	39
			2	6	3
			2	7	35
			2	8	26
			2	9	33
			2	10	4
			3	4	12
			3	5	23
			3	6	17
			3	7	25
			3	8	10
			3	9	19
			3	10	12
			4	5	35
			4	6	15
			4	7	37
			4	8	18
			4	9	31
			4	10	10
			5	6	40
			5	7	4
			5	8	19
			5	9	6
			5	10	35
			6	7	36
			6	8	27
			6	9	34
			6	10	5
			7	8	21
			7	9	6
			7	10	31
			8	9	15
			8	10	22
			9	10	29;

			
