data;
param day_end := 10;
param min_rental_duration := 3;
param num_customers := 10;
param num_vans := 2;
param num_trucks := 1;

param van_capacity := 10;
param truck_capacity := 25;

param van_rental_cost := 12;
param truck_rental_cost := 15;

param mileage_cost := 0.25;

param van_speed := 30;
param truck_speed := 20;

param service_time := 10;

param due_times :=
			1 510
			2 180
			3 390
			4 510
			5 510
			6 300
			7 570
			8 390
			9 480
			10 300;





param distance :=
			0	1	64
			0	2	65
			0	3	60
			0	4	71
			0	5	73
			0	6	56
			0	7	47
			0	8	59
			0	9	88
			0	10	97
			1	2	79
			1	3	74
			1	4	85
			1	5	87
			1	6	84
			1	7	111
			1	8	79
			1	9	102
			1	10	33
			2	3	5
			2	4	10
			2	5	18
			2	6	13
			2	7	40
			2	8	8
			2	9	23
			2	10	104
			3	4	13
			3	5	21
			3	6	10
			3	7	37
			3	8	5
			3	9	28
			3	10	107
			4	5	8
			4	6	23
			4	7	50
			4	8	18
			4	9	17
			4	10	94
			5	6	31
			5	7	58
			5	8	26
			5	9	15
			5	10	86
			6	7	27
			6	8	5
			6	9	32
			6	10	117
			7	8	32
			7	9	53
			7	10	144
			8	9	29
			8	10	112
			9	10	91;
			
